Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
47,62,RM,78.100276611551,6765,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,1Fam,SLvl,8,5,1936,1961,Hip,CompShg,AsbShng,HdBoard,BrkFace,182.99403152289318,TA,Fa,PConc,Ex,Gd,No,Unf,77,Rec,53,1077,1085,GasA,Gd,Y,FuseA,1655,400,-1,2345,0,0,2,0,3,1,TA,9,Maj1,1,Gd,Attchd,1951.5481390578936,Unf,2,549,TA,TA,Y,334,36,109,-9,4,-5,,,,-53,11,2006,WD,Normal,186908
48,-4,RL,83.4324743892674,8565,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Artery,Artery,1Fam,1Story,4,5,1931,1972,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,-0.6198514033528739,TA,TA,CBlock,TA,Fa,No,Unf,264,Unf,-1,383,824,GasA,Ex,Y,FuseA,871,502,4,1108,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1941.827477666225,Unf,1,236,TA,TA,Y,-22,-4,4,-2,-13,-2,,,,-19,5,2008,WD,Normal,121629
49,50,RM,51.728067904130114,6844,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,3,1976,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,120.4949062166555,Gd,TA,PConc,Ex,TA,No,Unf,212,Unf,3,779,1027,GasA,Gd,Y,SBrkr,1406,923,-5,2136,0,0,2,0,3,2,TA,8,Typ,1,,BuiltIn,1995.2654188235408,Unf,1,464,TA,TA,Y,435,58,1,-3,-1,16,,,,-19,5,2008,WD,Normal,148180
50,155,RL,53.908502140663806,6650,Pave,,Reg,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,5,5,1955,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,-22.69712836591841,TA,Gd,PConc,TA,TA,Av,Rec,403,Unf,4,562,883,Grav,Ex,Y,SBrkr,929,70,12,1274,0,0,1,0,2,1,TA,7,Typ,0,,Attchd,1968.746820722943,Unf,1,365,TA,TA,Y,146,2,9,1,1,-3,,,,-48,6,2006,WD,Abnorml,109145
51,37,RL,85.76334460587549,7702,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,7,7,1952,1948,Gable,CompShg,MetalSd,MetalSd,None,3.891859208581207,TA,TA,CBlock,TA,TA,No,BLQ,795,Unf,44,134,870,GasA,Gd,Y,SBrkr,997,9,7,1282,1,0,1,0,3,1,TA,6,Typ,0,TA,Detchd,1959.461154343752,Unf,1,421,TA,TA,Y,-22,12,-1,-6,2,4,,,,19,4,2007,WD,Abnorml,144855
52,55,RL,71.21308836717694,10484,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,5,1939,2001,Gable,CompShg,WdShing,Wd Sdng,BrkFace,34.16493570460464,TA,TA,CBlock,TA,TA,Av,BLQ,705,Unf,167,480,1395,GasA,TA,Y,SBrkr,1417,-47,9,1424,1,0,1,1,3,1,TA,7,Min2,1,Gd,Detchd,1965.9682515566071,Unf,1,401,TA,TA,Y,-16,3,93,-2,163,-8,,,,-147,4,2009,WD,Normal,196146
53,21,RL,,7160,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,6,1979,2010,Gable,CompShg,VinylSd,VinylSd,None,71.6640842044065,Gd,TA,CBlock,Gd,TA,No,GLQ,1125,Unf,-37,588,1557,GasA,Ex,Y,SBrkr,1158,467,1,1567,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1971.3174424828287,RFn,2,550,TA,TA,Y,245,249,18,-4,11,-7,,,,3,3,2010,WD,Normal,291953
54,15,RL,63.80235688997134,6984,Pave,,IR1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,1Fam,1Story,6,2,2006,1973,Gable,CompShg,CemntBd,Plywood,BrkFace,256.3161206000645,TA,TA,PConc,Ex,TA,No,GLQ,282,Unf,10,737,1159,GasA,Ex,N,FuseA,1243,38,-4,1353,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,2004.4948894916643,Fin,2,450,,TA,Y,169,210,-37,-7,-9,11,,,,-217,6,2006,WD,Abnorml,126152
55,36,RL,78.79232180932422,10992,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,5,6,1990,2005,Gable,CompShg,HdBoard,HdBoard,BrkFace,743.1463682583611,TA,TA,CBlock,Gd,TA,Mn,Unf,14,Unf,67,516,763,GasA,TA,Y,SBrkr,898,888,-6,1687,0,0,2,1,3,1,TA,8,Typ,0,,Attchd,1974.9657574196046,Fin,2,256,TA,Fa,Y,110,60,-11,4,-4,3,,,,96,4,2009,WD,Normal,141522
56,75,RL,,16050,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1964,2006,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,62.96067112866265,Gd,TA,CBlock,Ex,TA,Mn,GLQ,712,Unf,-56,1138,1393,GasA,TA,N,SBrkr,1775,492,21,2336,1,0,2,0,3,1,Gd,8,Typ,2,Gd,Attchd,1989.0338155165991,Fin,2,504,TA,TA,N,87,121,-26,-1,0,11,,,,-94,4,2010,WD,Normal,220965
57,69,RL,95.35095553941257,17112,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,5,1965,1978,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,190.65301541378557,Gd,Gd,BrkTil,Gd,TA,Gd,GLQ,1025,Unf,32,205,1521,GasA,Ex,N,SBrkr,1605,725,15,2133,1,1,2,0,4,1,TA,11,Typ,1,TA,Attchd,1974.2006570573105,RFn,2,521,TA,TA,Y,199,43,200,4,-1,15,,,,251,6,2007,WD,Normal,238126
58,58,RM,59.126343206665695,6922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,2Story,9,5,2013,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,279.56141705910403,Gd,Gd,PConc,Gd,TA,Av,GLQ,553,Unf,-37,540,1060,GasA,Ex,Y,SBrkr,855,267,-21,1379,0,0,2,0,3,1,Gd,5,Typ,0,Gd,Attchd,2011.5383912101195,RFn,2,679,TA,TA,Y,-5,90,15,-2,6,-3,,,,74,6,2007,WD,Normal,214202
59,59,RL,66.7445364706019,8393,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1947,1994,Gable,CompShg,VinylSd,VinylSd,None,-109.026990741419,TA,TA,PConc,Gd,TA,No,Unf,-343,Unf,-23,1166,726,GasA,Ex,Y,SBrkr,841,342,7,1423,0,0,2,0,2,1,Ex,7,Typ,0,,Detchd,1991.2445336931066,Fin,2,559,Fa,TA,Y,-11,9,-15,0,-7,-6,,,,71,7,2008,WD,Normal,116818
60,24,RL,,12084,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,RRAn,Norm,TwnhsE,1Story,7,5,1981,2005,Gable,CompShg,HdBoard,HdBoard,Stone,192.28783071095256,Gd,TA,CBlock,TA,TA,Gd,Unf,87,Unf,7,1307,1328,GasA,Ex,Y,SBrkr,1495,-89,11,1374,0,0,1,0,2,1,TA,6,Typ,0,Gd,Attchd,2002.2865301814097,RFn,2,488,TA,TA,Y,99,262,2,-4,10,14,,,,97,5,2009,WD,Normal,159571
61,45,RM,70.55491286283952,11243,Pave,Grvl,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1927,1948,Gable,CompShg,BrkFace,Wd Sdng,None,58.24012312032582,TA,TA,CBlock,TA,TA,No,LwQ,521,GLQ,341,221,1149,GasA,Ex,Y,SBrkr,1187,-33,-9,1181,0,0,1,1,2,1,TA,6,Typ,0,,Detchd,1955.405091108479,Unf,1,390,TA,,Y,-30,5,18,4,9,3,,GdWo,,-83,13,2007,WD,Abnorml,129103
62,66,RL,,6323,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,6,1964,1967,Gable,CompShg,Plywood,Brk Cmn,None,71.65097083312412,TA,TA,Slab,TA,TA,No,ALQ,-488,Unf,-47,1188,677,GasA,TA,Y,FuseA,775,582,-1,1200,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,2001.2554169824555,Unf,2,579,TA,TA,Y,317,-9,-21,-7,-9,-8,,,,-101,1,2006,WD,Normal,126012
63,22,RL,76.40010064009074,11563,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1952,1960,Hip,CompShg,Wd Sdng,CmentBd,BrkCmn,22.6784222030696,TA,TA,PConc,TA,TA,No,Rec,731,Unf,-43,487,985,GasA,Fa,N,SBrkr,1030,-125,13,921,1,0,1,0,1,1,TA,6,Typ,0,Gd,,,,1,211,TA,Fa,Y,165,6,22,288,-21,-7,,GdWo,,152,9,2009,WD,Normal,104121
64,24,RL,,9529,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1989,1974,Hip,CompShg,VinylSd,VinylSd,BrkFace,190.2196002311324,TA,TA,CBlock,TA,Gd,Av,BLQ,593,Unf,1,1106,1771,GasA,TA,Y,SBrkr,2117,43,-11,2099,1,0,2,0,3,1,TA,8,Typ,1,TA,BuiltIn,1973.5342276178837,Unf,3,711,TA,TA,Y,47,-4,-2,-2,26,4,,,,-29,9,2008,WD,Partial,241960
65,28,RM,51.38993189658296,-4272,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,8,1970,1978,Hip,CompShg,VinylSd,Wd Shng,BrkFace,20.925661827019674,Fa,Gd,CBlock,TA,TA,Av,GLQ,482,Unf,-32,158,537,GasA,Ex,Y,SBrkr,728,-74,-4,736,1,0,1,0,3,1,Fa,4,Typ,1,,Attchd,1966.3409692081088,Unf,1,91,TA,TA,Y,-9,0,-3,0,1,-18,,MnPrv,,182,3,2009,WD,Normal,104318
66,21,RL,,8706,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,3,5,1914,1964,Gable,CompShg,MetalSd,MetalSd,None,-44.79127709820366,TA,TA,CBlock,TA,TA,No,BLQ,613,Rec,70,89,855,GasA,Gd,Y,SBrkr,1120,-77,2,976,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1914.8801050843047,Unf,0,74,TA,Fa,Y,-35,-32,35,-2,-19,-6,,,,59,6,2007,WD,Normal,65789
67,46,RM,74.7826162451486,8459,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2005,2011,Gable,CompShg,MetalSd,MetalSd,None,5.830414411710002,TA,TA,CBlock,Gd,TA,No,LwQ,-416,Unf,55,887,722,GasA,Ex,Y,SBrkr,739,746,473,1505,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Detchd,2008.2322517080133,RFn,2,663,TA,TA,Y,16,17,-1,-5,-12,-4,,,,-30,3,2009,WD,Abnorml,159732
68,26,RM,80.14372236723078,7114,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1905,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,-48.369864339367226,TA,TA,CBlock,TA,TA,No,Unf,-542,Unf,17,1758,1050,GasA,Gd,Y,FuseA,1283,6,7,1415,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1947.3265975127954,Unf,0,156,TA,TA,Y,-18,21,30,-17,104,-2,,,,-55,7,2006,WD,Normal,123825
69,25,RL,69.90772499996272,10996,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2004,2001,Gable,Tar&Grv,VinylSd,VinylSd,None,-20.473870024742666,TA,TA,PConc,Ex,Gd,Gd,GLQ,-613,Rec,52,1582,924,Floor,TA,Y,SBrkr,1370,-3,-13,1431,0,0,2,0,3,1,Gd,7,Typ,0,,BuiltIn,2007.4513019191475,Fin,2,385,TA,,Y,110,99,-6,-1,5,1,,,,-112,8,2009,WD,Normal,188914
70,3,RL,95.41271014461121,12708,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,None,-32.180355842293466,TA,TA,CBlock,TA,TA,No,BLQ,728,Unf,22,458,1413,GasA,TA,Y,SBrkr,1636,-242,-3,952,0,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1936.3421223375644,Unf,1,289,TA,TA,Y,28,44,-25,13,-1,2,,,,-116,9,2008,WD,Abnorml,115375
71,71,RL,49.565487076514415,9863,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,RRAe,Norm,1Fam,2Story,6,7,1975,2002,Gable,CompShg,VinylSd,VinylSd,None,3.7736887214299575,Gd,TA,PConc,,,No,,401,,-31,44,652,GasA,Ex,Y,SBrkr,1151,1035,6,2183,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1980.8570881630583,RFn,2,509,TA,TA,Y,219,64,-17,-7,-49,0,,,,39,3,2010,WD,Normal,175249
72,16,RM,54.140055151103326,2351,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1922,1984,Gable,CompShg,VinylSd,VinylSd,None,35.8700183048384,TA,TA,BrkTil,Gd,TA,No,Unf,20,Unf,-24,1081,820,GasW,Gd,Y,SBrkr,827,394,8,1131,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,,,1,312,,,Y,7,-15,108,-7,159,1,,,,-108,4,2007,New,Partial,126190
73,20,RL,65.1266401579559,11322,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,RRNn,Norm,1Fam,1Story,6,5,2001,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,42.01695938564836,TA,TA,PConc,Gd,TA,No,Rec,672,Unf,-46,691,1171,GasA,Gd,Y,SBrkr,1009,18,-6,1178,0,0,2,0,3,1,Gd,5,Typ,1,,Attchd,1985.3081029118443,RFn,2,387,TA,TA,Y,71,15,12,-11,-23,5,,,,-214,5,2006,WD,Partial,183135
74,30,RL,60.17754023601582,9204,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,4,6,1971,1996,Gable,CompShg,BrkFace,Plywood,None,33.86387606461351,TA,TA,CBlock,TA,TA,No,Unf,-743,Unf,-3,795,301,GasA,Gd,Y,SBrkr,756,50,-1,1038,0,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1966.3721895910041,Unf,2,455,TA,TA,Y,-19,37,-5,-6,2,8,,,,-154,6,2009,WD,Normal,101859
75,45,RL,,9578,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,2009,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,104.47265832544181,Gd,TA,PConc,Gd,Gd,No,GLQ,574,Unf,26,552,1286,GasA,Ex,Y,SBrkr,1012,-113,-12,1006,0,0,2,0,2,1,Gd,4,Typ,0,TA,Attchd,2001.2344371279357,RFn,2,485,TA,TA,Y,-14,20,11,-6,-13,3,,,,-51,5,2009,WD,Normal,177745
76,17,RL,58.826239616402134,5415,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,5,7,1943,1947,Gable,CompShg,Plywood,Plywood,None,9.05125236488408,TA,TA,CBlock,TA,TA,No,Unf,-153,Unf,1,1078,951,GasA,Ex,Y,FuseA,1033,395,4,1390,0,0,2,1,3,1,Gd,6,Typ,1,Fa,Attchd,1963.6432437561673,Unf,1,124,TA,TA,Y,20,66,7,-2,-1,6,,,,-215,7,2006,WD,Abnorml,124789
77,1,RL,82.48017467197408,11397,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,6,2013,2010,Hip,CompShg,VinylSd,CmentBd,Stone,64.87326682894064,Ex,TA,PConc,Ex,,Mn,GLQ,1242,,-35,157,1625,GasA,Ex,Y,SBrkr,1785,-121,-7,1287,1,0,1,0,3,1,Gd,8,Typ,1,Gd,Attchd,2008.9657294947442,Fin,3,585,TA,TA,Y,-22,28,-15,-3,9,-4,,,,-232,3,2007,New,Partial,257437
78,55,RL,,16561,Pave,,IR1,HLS,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,7,1997,2000,Gable,CompShg,MetalSd,MetalSd,,,Ex,Gd,PConc,Ex,TA,Mn,Unf,76,Unf,14,1093,1253,GasA,Ex,Y,SBrkr,1025,243,-14,1630,0,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1986.6721277532174,Fin,2,515,TA,TA,Y,175,231,-23,-3,-17,0,,,,107,7,2006,WD,Normal,309294
79,120,RL,51.878552233413345,6899,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,2Story,6,5,1972,1997,Gable,CompShg,MetalSd,MetalSd,None,61.255397705052765,Gd,TA,PConc,Gd,TA,Gd,Unf,371,Unf,-3,1108,1542,GasA,Ex,N,SBrkr,1021,661,20,1559,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1969.1612090606543,Fin,2,530,Fa,Fa,N,102,77,-15,-5,12,19,,,,-90,6,2007,WD,Abnorml,145364
80,13,RL,,12576,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,6,2001,2003,Gable,CompShg,VinylSd,VinylSd,Stone,187.6632146454043,Gd,Gd,PConc,Gd,TA,No,ALQ,694,Unf,-26,856,1642,GasA,Ex,Y,SBrkr,1798,-32,-3,1601,1,0,2,0,4,1,Gd,6,Typ,0,,Attchd,1995.2157848644672,Fin,1,403,TA,TA,Y,294,146,-6,2,16,0,,,,18,11,2009,WD,Normal,272809
81,53,RM,48.96044275450187,5987,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Artery,Norm,1Fam,2Story,6,6,1954,2007,Gable,CompShg,Wd Sdng,VinylSd,None,-54.62680071082131,Gd,TA,PConc,Gd,TA,No,BLQ,35,Unf,-55,284,87,GasA,Ex,Y,SBrkr,502,622,-10,891,0,0,1,1,2,1,Gd,4,Min2,0,,Detchd,1957.54184503999,Unf,1,94,Fa,TA,Y,-6,48,14,-10,5,-9,,,,96,8,2007,WD,Normal,84737
82,72,RM,71.27352107763136,9996,Pave,,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1931,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,-3.475950085399244,TA,TA,PConc,TA,TA,Mn,Unf,-99,Unf,-24,944,684,GasA,Ex,Y,SBrkr,888,926,22,1780,0,0,1,1,2,1,Gd,7,Typ,0,,Detchd,1922.926385276892,Unf,1,307,TA,TA,N,9,10,237,6,-7,8,,MnPrv,,145,7,2008,WD,Normal,120825
83,11,RL,,9741,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2005,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.30213309196012,Gd,TA,PConc,Gd,TA,Av,BLQ,380,Unf,53,1659,2230,GasA,Ex,Y,SBrkr,2212,-200,9,1418,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,2000.6677109402585,RFn,2,758,TA,TA,Y,207,57,-17,3,18,1,,GdWo,,36,3,2007,WD,Partial,257620
84,49,RM,41.36016476569329,-1278,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1983,1955,Gable,CompShg,VinylSd,VinylSd,None,27.474116607956006,TA,TA,Slab,,,,,-230,Unf,-59,819,577,GasA,Fa,N,FuseA,627,25,-12,835,0,0,2,0,3,1,Gd,6,Typ,0,,Detchd,1983.793641429712,Unf,2,372,TA,TA,Y,-21,-1,-11,-5,-25,-15,,,,-182,9,2008,New,Normal,94974
85,72,RM,46.494203203266785,7445,Pave,,Reg,Bnk,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,2Story,5,5,1953,1973,Gable,CompShg,Stucco,MetalSd,BrkFace,221.71943888153106,TA,TA,BrkTil,Gd,TA,No,GLQ,659,Unf,-38,159,753,GasA,Ex,Y,SBrkr,867,613,-7,1437,0,0,1,0,4,1,Gd,7,Typ,1,TA,Detchd,1975.55625432845,Unf,2,872,TA,TA,Y,163,5,10,-6,8,-3,,MnPrv,,-91,5,2009,WD,Normal,128536
86,5,RL,61.230680864842924,9157,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,5,1920,1946,Gable,CompShg,MetalSd,MetalSd,None,7.776093489781093,TA,TA,CBlock,TA,Fa,No,LwQ,-157,Unf,23,1342,1246,GasA,Gd,Y,FuseF,1027,-37,3,1032,0,0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1949.0177073130762,,0,2,,,Y,-13,44,29,-2,429,-1,,,Shed,2453,10,2008,WD,Normal,100484
87,14,RL,74.22403419189838,11092,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,1950,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,27.236869679824526,TA,Gd,BrkTil,TA,TA,No,Unf,-138,Unf,-10,1924,1503,GasA,Ex,Y,SBrkr,1595,-61,23,1474,0,0,2,0,4,1,Gd,8,Typ,0,,Detchd,1969.7882346735948,Unf,1,419,TA,TA,Y,-51,151,35,-10,6,5,,,,-294,5,2006,WD,Normal,136781
88,25,RL,66.10806365284128,9838,Pave,,Reg,Lvl,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1Story,5,5,1966,2001,Gable,CompShg,MetalSd,MetalSd,None,-30.853136428651336,TA,TA,Slab,TA,TA,Av,ALQ,582,Unf,22,85,789,GasA,Ex,Y,SBrkr,1202,25,17,1425,1,0,2,0,3,1,Gd,8,Typ,1,,Attchd,1976.0110050697278,RFn,1,345,TA,TA,Y,314,107,-8,5,-13,-3,,,,-9,7,2008,WD,Normal,139107
89,61,RL,63.58034360395924,6668,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1998,1993,Gable,CompShg,VinylSd,VinylSd,None,-67.48443978119982,Gd,Po,PConc,Gd,TA,No,GLQ,365,Unf,42,336,813,GasA,Ex,Y,FuseF,814,119,518,1374,1,0,2,0,3,1,Gd,6,Typ,1,,Attchd,1995.684827505867,Fin,0,205,TA,TA,Y,35,57,-13,-12,19,-1,,MnPrv,,-48,9,2010,WD,Normal,154073
90,26,RL,122.27112525520774,12572,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,Plywood,None,105.29037277525634,Gd,TA,CBlock,TA,TA,No,Unf,257,Unf,-45,568,589,GasA,Ex,Y,FuseA,811,1547,-7,2194,0,0,2,1,4,1,Gd,7,Typ,2,TA,BuiltIn,1994.6162635191777,RFn,2,366,TA,TA,Y,207,149,10,0,2,7,,,,178,4,2008,WD,Normal,181642
91,52,RL,75.84233354521305,11182,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,10,6,2010,2013,Hip,CompShg,HdBoard,Plywood,BrkFace,496.58996301525275,Gd,TA,CBlock,TA,TA,Av,ALQ,1365,Unf,33,78,1711,GasA,Ex,Y,SBrkr,1260,241,-1,1723,1,0,1,1,3,1,Gd,9,Typ,1,TA,Detchd,2011.1743461769322,Fin,3,964,TA,TA,Y,-9,56,10,3,277,0,,MnPrv,,-223,7,2006,WD,Normal,372764
92,60,RL,56.93452385414973,8631,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,TwnhsE,1Story,8,5,1949,1966,Gable,CompShg,Wd Sdng,Stucco,None,-37.89270546659576,Gd,TA,BrkTil,TA,Fa,Av,ALQ,395,Unf,-7,794,1114,GasA,Fa,N,SBrkr,1337,-59,15,1438,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1992.8636808966646,Unf,1,639,TA,TA,Y,-40,111,166,4,-3,21,,MnPrv,,-114,7,2007,ConLD,Abnorml,174576
93,186,RL,75.42021246486031,1137,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,2Story,6,6,2009,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,365.3791645502786,Gd,TA,PConc,Gd,TA,Av,GLQ,385,Unf,-87,1254,1031,GasA,Ex,Y,SBrkr,815,615,402,1487,1,0,1,1,3,1,Ex,7,Typ,0,,Attchd,2006.524229181269,RFn,2,372,TA,TA,Y,141,16,-23,3,-10,-9,,,,-190,7,2009,WD,Normal,200795
94,100,RM,71.78075034191086,7819,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrDale,Norm,Norm,1Fam,SLvl,6,6,1985,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,430.24625885499916,TA,TA,PConc,TA,TA,Av,GLQ,389,Unf,5,349,788,GasA,TA,Y,SBrkr,816,72,3,1191,1,0,2,1,3,1,TA,8,Typ,0,,Detchd,1992.0708183023623,Unf,2,431,TA,TA,Y,57,5,-15,-11,-4,1,,,,-94,0,2006,WD,Normal,136709
95,69,RL,62.74775799772487,6136,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Veenker,Artery,Norm,1Fam,1.5Fin,6,7,1916,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,-46.65688336305034,TA,TA,CBlock,TA,TA,No,Unf,359,Unf,-9,250,658,GasA,Gd,Y,SBrkr,809,113,1,1053,0,1,1,0,2,1,TA,6,Typ,0,TA,Detchd,1948.5970449692659,Unf,2,316,TA,TA,Y,-50,3,2,0,0,4,,MnPrv,,76,9,2007,WD,Normal,88726
